track_id,track_name,artist_name,genre,popularity,duration_ms,explicit,danceability,energy,tempo,release_date
3n3Pp452944xV,Dynamite,,EDM,74,236913,True,0.849,0.327,115.4,2023-12-24
3n3Pp207175xV,Bléeding Love,Bad Bunny,R&B,70,182119,False,0.44,0.927,147.5,2023-05-10
3n3Pp197251xV,Bléeding Love,Eminem,Hip-Hop,73,161192,False,0.777,0.507,130.7,2018-05-23
3n3Pp498382xV,Dynamite,Dua Lipa,Reggaeton,56,270847,False,0.413,0.633,106.1,2019-09-04
3n3Pp201414xV,Blinding Lights,Bad Bunny,Reggaeton,55,163274,True,0.794,0.806,154.1,00-00-0000
3n3Pp476417xV,7 rings,BTS,Pop,Not Available,194037,True,0.421,0.312,148.3,2023-04-10
3n3Pp988662xV,HUMBLE.,Justin Bieber,Rock,69,263549,No,0.44,0.765,139.3,2015-11-05
3n3Pp460663xV,Anti-Hero,Eminem,Hip-Hop,78,253546,False,0.498,0.542,135.4,2019-03-09
3n3Pp733052xV,7 rings,Eminem,Pop,73,280056,False,0.539,0.506,96.8,2015-11-08
3n3Pp377370xV,Yellow,,Rock,98,157728,True,0.439,0.977,146.9,2018-09-04
3n3Pp946335xV,Bad Guy,Billie Eilish,Pop,67,250330,False,0.852,0.965,140.1,2015-11-12
3n3Pp145561xV,Blinding Lights,Doja Cat,Rock,56,261847,True,0.901,0.488,110.2,2025-10-12
3n3Pp865179xV,  Yellow ,Beyoncé,Indie,58,195300,True,0.624,0.342,172.9,2020-02-23
3n3Pp581741xV,One Dance,Maroon 5,Reggaeton,55,242784,True,0.648,0.475,129.0,2023-05-24
3n3Pp662275xV,Yellow,Post Malone,Rock,-99,206286,False,0.622,0.563,170.6,2017-07-20
3n3Pp230889xV,SICKO MODE,Bad Bunny,EDM,77,199060,False,0.574,0.98,113.2,2019-06-02
3n3Pp496922xV,Tití Me Preguntó,Eminem,Rap,78,222084,Yes,0.614,0.973,80.4,2025-01-27
3n3Pp182627xV,Say So,Post Malone,Rock,85,223362,Yes,0.465,0.942,115.2,2020-04-24
3n3Pp678856xV,Levitating,Travis Scott,Hip-Hop,85,266919,False,0.403,0.945,123.9,2019-03-09
3n3Pp407419xV,Shape of You,,R&B,82,188962,True,0.796,0.453,79.3,2015-09-22
3n3Pp969693xV,Anti-Hero,Justin Bieber,Indie,76,159083,False,0.435,0.532,113.5,2024-02-24
3n3Pp759176xV,Yellow,Post Malone,Reggaeton,56,214431,False,0.81,0.567,143.1,2021-11-09
3n3Pp748564xV,Dynamite,The Weeknd,Indie,51,227360,True,0.425,0.393,149.0,2025-11-20
3n3Pp479201xV,Levitating,,EDM,55,280781,True,,0.796,133.9,2023-04-27
3n3Pp705397xV,Stay,Ed Sheeran,Pop,72,258001,True,0.597,0.654,156.2,2022-04-11
3n3Pp301629xV,  Umbrella ,Billie Eilish,Hip-Hop,85,294359,False,0.677,0.761,89.5,2019-04-19
3n3Pp838797xV,HUMBLE.,Taylor Swift,Reggaeton,55,275575,True,0.559,0.893,110.2,2025-07-05
3n3Pp172933xV,Stay,Taylor Swift,Reggaeton,88,165985,False,0.777,0.767,131.7,2022-04-24
3n3Pp148050xV,Shape of You,BTS,Indie,88,172995,True,0.734,0.584,143.1,2021-06-05
3n3Pp793384xV,,Post Malone,Indie,100,223341,False,0.555,0.69,152.4,2022-02-16
3n3Pp338968xV,Umbrella,Ed Sheeran,Indie,70,250405,False,0.91,0.59,154.0,2017-08-06
3n3Pp910620xV,Anti-Hero,Kendrick Lamar,Pop,74,185975,False,0.61,0.512,166.5,2017-04-19
3n3Pp403445xV,Circles,Bad Bunny,Indie,50,259899,False,0.852,0.712,148.8,2022-12-06
3n3Pp183667xV,Lose Yourself,The Weeknd,Rock,68,202286,True,0.417,0.605,154.1,2025-05-01
3n3Pp996865xV,Anti-Hero,Doja Cat,Rock,76,287839,True,0.486,0.39,154.9,2019-03-06
3n3Pp344098xV,Lose Yourself,Post Malone,R&B,74,215312,Yes,0.521,0.744,108.6,2021-11-20
3n3Pp205907xV,Anti-Hero,Kendrick Lamar,EDM,99,292516,False,0.811,0.695,169.3,2018-02-05
3n3Pp498591xV,Levitating,Kendrick Lamar,Pop,55,155119,False,0.838,0.765,127.9,2016-07-08
3n3Pp391476xV,Circles,Rihanna,K-Pop,96,250269,False,0.867,0.438,119.4,2022-11-13
3n3Pp575435xV,Bléeding Love,Dua Lipa,Pop,85,244139,False,0.562,0.394,80.7,2016-12-17
3n3Pp766563xV,7 rings,Justin Bieber,Hip-Hop,65,275746,True,0.749,0.768,114.1,2017-12-25
3n3Pp974628xV,Dynamite,Taylor Swift,EDM,86,292742,Yes,0.564,0.911,122.5,2015-10-04
3n3Pp482554xV,HUMBLE.,Billie Eilish,EDM,83,277055,True,0.888,0.919,127.7,2021-07-01
3n3Pp270555xV,Bad Guy,,Indie,60,240186,Yes,0.931,0.592,162.1,2016-01-25
3n3Pp488162xV,Anti-Hero,Bad Bunny,Rap,93,298282,False,0.877,0.918,124.4,2025-01-05
3n3Pp472528xV,Lose Yourself,Drake,R&B,74,281699,False,0.756,0.824,130.8,2018-02-09
3n3Pp319684xV,Circles,,Pop,60,234306,False,0.927,0.746,161.7,00-00-0000
3n3Pp802729xV,Yellow,Kendrick Lamar,Indie,58,251811,True,,0.684,169.4,2015-01-26
3n3Pp379946xV,Anti-Hero,drake,EDM,67,unknown,True,0.881,0.407,122.5,2016-09-24
3n3Pp835911xV,Levitating,Doja Cat,Indie,69,197137,False,0.478,0.346,113.7,2020-12-03
3n3Pp816751xV,Bad Guy,Taylor Swift,Rap,67,156832,True,,0.662,145.7,2018-03-16
3n3Pp779514xV,Tití Me Preguntó,Ed Sheeran,Indie,81,233591,True,0.715,0.789,147.8,2024-08-27
3n3Pp174870xV,Yellow,Ed Sheeran,Rock,59,207414,True,0.617,0.425,177.7,2017-05-11
3n3Pp738720xV,Uptown Funk,,Pop,54,157681,False,0.701,0.871,167.7,2022-03-08
3n3Pp765822xV,,Post Malone,Rap,60,223644,False,0.447,0.399,94.8,2015-09-23
3n3Pp279451xV,Umbrella,Drake,Pop,77,165359,True,0.516,0.32,167.8,2019-11-18
3n3Pp660086xV,  7 rings ,Travis Scott,EDM,67,273649,True,0.808,0.517,84.2,2016-01-27
3n3Pp864544xV,Levitating,Bad Bunny,K-Pop,76,288787,False,0.799,0.962,116.0,2015-02-18
3n3Pp356702xV,Stay,BTS,Rap,69,243698,False,,0.954,93.8,2019-02-17
3n3Pp271339xV,HUMBLE.,Bruno Mars,Hip-Hop,80,211017,True,0.898,0.506,175.6,2021-03-01
3n3Pp584714xV,HUMBLE.,Maroon 5,R&B,100,191844,False,0.868,0.807,83.1,2018-01-08
3n3Pp497887xV,Yellow,Maroon 5,EDM,54,176249,True,0.478,0.859,92.3,2021-07-05
3n3Pp383060xV,Bléeding Love,Maroon 5,Indie,73,214974,True,0.501,0.733,86.8,2020-11-10
3n3Pp771088xV,Bad Guy,Travis Scott,Hip-Hop,66,213216,False,0.739,0.802,90.5,2018-11-13
3n3Pp821590xV,One Dance,Beyoncé,Indie,65,219868,False,0.539,0.403,90.8,2025-12-27
3n3Pp684004xV,Uptown Funk,Ariana Grande,K-Pop,96,289903,No,0.463,0.428,96.4,2016-08-06
3n3Pp330283xV,One Dance,Rihanna,Indie,90,164656,True,0.769,0.389,175.0,2016-04-04
3n3Pp817870xV,Uptown Funk,Rihanna,EDM,81,207517,Yes,0.712,0.318,77.4,2019-06-03
3n3Pp440035xV,  Sugar ,Post Malone,Pop,88,251822,True,0.43,0.97,118.7,2024-06-04
3n3Pp983794xV,Stay,doja cat,Reggaeton,89,243009,True,0.813,0.72,146.7,2020-02-02
3n3Pp905635xV,Dynamite,Bruno Mars,R&B,62,195537,False,0.945,0.712,172.8,2024-03-06
3n3Pp913694xV,Circles,Post Malone,Rock,79,196163,True,0.702,0.716,124.8,2021-09-11
3n3Pp158655xV,Levitating,Doja Cat,Indie,56,212010,True,0.755,0.706,119.1,2024-03-22
3n3Pp340174xV,Tití Me Preguntó,Maroon 5,K-Pop,58,233362,False,0.44,0.457,152.5,2021-03-22
3n3Pp961722xV,One Dance,Taylor Swift,Indie,69,244052,False,0.769,0.318,77.3,2025-05-20
3n3Pp133659xV,Levitating,Maroon 5,,50,157394,False,0.538,0.354,94.9,2019-06-04
3n3Pp944151xV,Circles,Bad Bunny,Rap,75,unknown,False,0.509,0.83,77.3,2019-08-22
3n3Pp430776xV,Circles,Eminem,Rock,71,298806,True,0.719,0.391,159.2,2020-05-26
3n3Pp520651xV,Umbrella,Eminem,K-Pop,89,297746,False,0.923,0.875,162.7,2016-01-28
3n3Pp380746xV,Sugar,Billie Eilish,Indie,74,187251,True,0.596,0.619,129.6,2017-11-05
3n3Pp169403xV,Uptown Funk,Drake,Reggaeton,71,297615,No,0.769,0.742,110.3,2020-03-13
3n3Pp321231xV,Stay,Justin Bieber,R&B,78,199344,False,0.529,0.425,135.8,2022-12-26
3n3Pp694731xV,Umbrella,travis scott,EDM,71,279034,True,0.557,0.563,143.9,2022-02-04
3n3Pp852787xV,Yellow,Justin Bieber,,77,292114,True,0.438,0.622,157.6,2024-07-24
3n3Pp429963xV,Umbrella,BTS,K-Pop,91,231016,False,0.506,0.411,126.0,2019-03-03
3n3Pp322955xV,Anti-Hero,Drake,Indie,88,196021,False,0.667,0.454,144.9,2020-03-06
3n3Pp787277xV,Yellow,Justin Bieber,Reggaeton,58,278564,False,0.581,0.578,130.7,2021-06-11
3n3Pp623481xV,Sugar,the weeknd,Rock,69,159951,true,0.763,0.959,132.6,2022-07-16
3n3Pp514850xV,Uptown Funk,Bruno Mars,R&B,70,173660,True,0.781,0.929,123.1,2021-10-26
3n3Pp774079xV,,Rihanna,Hip-Hop,88,164724,True,0.484,0.946,134.6,2025-06-05
3n3Pp581141xV,Anti-Hero,Maroon 5,Indie,94,unknown,True,0.712,0.451,169.3,2025-04-13
3n3Pp249811xV,One Dance,Kendrick Lamar,Reggaeton,62,207359,False,0.844,0.757,107.2,2021-09-16
3n3Pp377746xV,7 rings,Post Malone,Reggaeton,80,155224,True,0.927,0.438,157.9,2023-09-16
3n3Pp246413xV,Yellow,Taylor Swift,Rock,70,288005,False,0.493,0.439,98.8,2023-09-27
3n3Pp358607xV,Bléeding Love,Travis Scott,Reggaeton,61,275301,False,0.572,0.42,114.0,2018-07-03
3n3Pp881177xV,Stay,Post Malone,Indie,75,150179,True,0.832,0.949,105.3,2024-12-14
3n3Pp688637xV,Blinding Lights,Post Malone,Hip-Hop,70,236962,True,0.792,0.599,163.8,2023-10-25
3n3Pp665158xV,Shape of You,Rihanna,EDM,68,202812,True,0.752,0.72,90.6,2018-12-03
3n3Pp375504xV,  Sugar ,Drake,Indie,97,184207,True,0.552,0.768,104.9,2018-06-01
3n3Pp883300xV,Umbrella,Travis Scott,R&B,94,239327,True,0.598,0.889,175.4,2018-01-12
3n3Pp712982xV,Anti-Hero,Billie Eilish,Rock,90,196520,False,0.774,0.904,140.0,2023-08-05
3n3Pp549245xV,Shape of You,Doja Cat,Rock,Not Available,234826,True,0.582,0.591,91.9,2016-01-12
3n3Pp711878xV,One Dance,Eminem,Rap,86,165612,False,0.664,0.828,131.2,2020-03-10
3n3Pp518801xV,SICKO MODE,Bruno Mars,Pop,100,155744,True,0.645,0.713,94.1,2022-03-27
3n3Pp479580xV,Yellow,Bad Bunny,Pop,65,188721,True,0.826,0.861,93.4,2023-07-08
3n3Pp329974xV,  Yellow ,BTS,K-Pop,70,187133,True,0.668,0.79,149.4,2018
3n3Pp245051xV,7 rings,Travis Scott,R&B,74,179077,False,0.46,0.568,170.0,2017-02-23
3n3Pp634277xV,Say So,Ed Sheeran,K-Pop,67,287965,True,0.755,0.939,158.4,2017-07-24
3n3Pp617488xV,Anti-Hero,Billie Eilish,Reggaeton,100,245653,False,0.445,0.689,91.9,2015-12-14
3n3Pp195325xV,Sugar,Ed Sheeran,Reggaeton,75,169013,true,0.554,0.665,87.3,2020-01-23
3n3Pp892495xV,Shape of You,Drake,Rap,73,247934,True,0.855,0.736,179.3,2016-11-19
3n3Pp149405xV,Umbrella,Taylor Swift,Pop,57,253703,True,0.89,0.779,135.3,2016-08-27
3n3Pp214975xV,Yellow,Justin Bieber,Hip-Hop,86,176484,true,0.508,0.326,121.3,2024-03-01
3n3Pp260265xV,Yellow,Post Malone,K-Pop,62,238227,True,0.803,0.374,113.8,2017-06-05
3n3Pp757924xV,Umbrella,maroon 5,EDM,87,229105,False,0.745,0.611,96.5,2016-04-03
3n3Pp267753xV,One Dance,Doja Cat,Hip-Hop,Not Available,234568,True,0.8,0.897,149.2,2015-10-27
3n3Pp930555xV,Say So,Post Malone,Rock,61,185769,True,0.891,0.897,144.9,2021-03-25
3n3Pp813536xV,Shape of You,Rihanna,Hip-Hop,93,191288,False,0.867,0.467,177.7,2017-08-24
3n3Pp542666xV,Bléeding Love,Bad Bunny,Rap,99,264522,False,0.747,0.666,90.5,2017-12-17
3n3Pp725380xV,Yellow,Rihanna,Rock,85,277716,False,0.847,0.969,122.1,2019-08-14
3n3Pp166613xV,7 rings,Post Malone,Indie,51,233173,True,0.718,0.327,177.4,2020-08-26
3n3Pp503457xV,Levitating,Ariana Grande,R&B,96,195666,True,0.823,0.563,131.0,2025-12-01
3n3Pp500156xV,Bad Guy,Billie Eilish,K-Pop,79,297318,True,0.517,0.82,87.8,2019-02-05
3n3Pp724834xV,SICKO MODE,Beyoncé,K-Pop,95,243539,False,0.42,0.955,77.6,2015-11-02
3n3Pp590785xV,Tití Me Preguntó,BTS,Pop,63,208520,True,0.543,0.429,172.8,2024-03-17
3n3Pp654816xV,Blinding Lights,,Rap,78,195967,true,0.892,0.599,155.7,2017-01-13
3n3Pp363626xV,Stay,Rihanna,R&B,68,249191,False,0.697,0.901,174.5,2021-11-15
3n3Pp680099xV,,Drake,Reggaeton,94,230431,true,0.76,0.826,172.4,2023-12-27
3n3Pp112038xV,Bléeding Love,Maroon 5,Rap,54,227205,True,0.482,0.494,91.4,00-00-0000
3n3Pp813328xV,7 rings,Taylor Swift,,100,183383,True,0.616,0.413,176.9,2019-12-08
3n3Pp855731xV,Dynamite,bruno mars,Pop,100,196585,True,0.89,0.5,132.3,2021-03-09
3n3Pp220116xV,Tití Me Preguntó,Dua Lipa,Indie,76,150471,true,0.724,0.925,128.3,2016-09-13
3n3Pp814825xV,Bad Guy,Maroon 5,Indie,93,252655,True,0.871,0.769,143.0,2017-12-07
3n3Pp663054xV,Bad Guy,Billie Eilish,Hip-Hop,81,298762,True,0.474,0.914,106.0,2021-10-02
3n3Pp887352xV,Umbrella,The Weeknd,Hip-Hop,58,158488,False,0.676,0.615,169.1,2018-07-06
3n3Pp379786xV,Lose Yourself,Drake,Hip-Hop,90,197731,True,0.45,0.739,176.8,2023-10-27
3n3Pp905934xV,Sugar,Travis Scott,Rap,69,233418,True,0.6,0.361,154.2,2016-12-15
3n3Pp772097xV,Circles,doja cat,Pop,65,207906,True,0.406,0.64,179.4,2022-06-21
3n3Pp456699xV,HUMBLE.,Doja Cat,Rap,66,298255,True,0.531,0.422,145.0,2025-07-27
3n3Pp216970xV,Lose Yourself,The Weeknd,Hip-Hop,92,177291,True,0.93,0.698,159.0,2021-03-02
3n3Pp407757xV,Tití Me Preguntó,Billie Eilish,Reggaeton,59,280071,True,0.94,0.908,151.5,2020-11-14
3n3Pp555884xV,Shape of You,doja cat,Hip-Hop,95,186868,True,0.776,0.672,171.8,2018-05-04
3n3Pp265840xV,One Dance,Taylor Swift,Rock,77,236813,No,0.816,0.567,110.6,2016-02-12
3n3Pp575763xV,Umbrella,Justin Bieber,K-Pop,100,170396,True,0.477,0.52,86.8,2024-06-01
3n3Pp103402xV,Stay,Kendrick Lamar,Reggaeton,74,212389,False,0.488,0.317,125.3,2018-05-06
3n3Pp857168xV,Umbrella,Beyoncé,R&B,54,240914,False,0.711,0.609,79.2,2023
3n3Pp854639xV,One Dance,Rihanna,Indie,78,unknown,True,0.711,0.91,146.2,2018-10-01
3n3Pp376183xV,Levitating,Billie Eilish,Rap,88,194010,True,0.88,0.909,87.3,2019-04-18
3n3Pp624902xV,Yellow,Justin Bieber,Indie,80,173258,False,0.48,0.9,77.6,2018-11-02
3n3Pp898975xV,One Dance,Doja Cat,Hip-Hop,87,238014,False,,0.361,139.8,2018-05-03
3n3Pp287330xV,Dynamite,Bruno Mars,Reggaeton,75,267081,True,0.917,0.52,98.1,2024-10-02
3n3Pp632342xV,Dynamite,Kendrick Lamar,K-Pop,84,152987,True,0.422,0.741,112.5,00-00-0000
3n3Pp211579xV,Circles,Drake,K-Pop,82,219523,True,0.819,0.784,109.3,2015-06-03
3n3Pp755674xV,Circles,Kendrick Lamar,Reggaeton,94,204967,True,0.527,0.412,138.9,2019-01-12
3n3Pp412942xV,Stay,Coldplay,Hip-Hop,76,215415,False,0.545,0.799,95.5,2019
3n3Pp982554xV,Stay,Bruno Mars,Rock,84,167771,False,0.529,0.362,130.3,00-00-0000
3n3Pp769987xV,Yellow,Dua Lipa,Indie,52,241876,True,0.768,0.78,157.0,2021-12-12
3n3Pp632323xV,  Bléeding Love ,dua lipa,EDM,-99,217281,True,0.685,0.731,155.5,2017-12-22
3n3Pp738551xV,SICKO MODE,Bad Bunny,Pop,73,178320,true,,0.358,95.6,2016-06-14
3n3Pp308573xV,Tití Me Preguntó,Justin Bieber,,94,150335,False,0.613,0.781,83.8,2023-02-17
3n3Pp260263xV,Lose Yourself,Dua Lipa,Indie,84,162621,True,0.905,0.794,164.2,2017-01-19
3n3Pp492077xV,Shape of You,Bruno Mars,K-Pop,88,251171,False,0.885,0.963,146.1,2021-08-19
3n3Pp899550xV,SICKO MODE,Kendrick Lamar,,90,264876,True,0.422,0.716,175.6,2015-05-06
3n3Pp269396xV,,post malone,Rap,55,260009,False,0.757,0.409,177.5,2017-11-15
3n3Pp665579xV,Blinding Lights,ariana grande,Reggaeton,56,193604,True,,0.674,116.4,2016-11-03
3n3Pp916449xV,Yellow,bts,Hip-Hop,99,258532,True,0.933,0.33,126.5,2018-04-26
3n3Pp656116xV,Dynamite,Taylor Swift,R&B,65,279258,False,0.748,0.416,138.3,2025-11-05
3n3Pp100599xV,Say So,Rihanna,K-Pop,92,249277,False,0.55,0.528,128.7,2017-09-17
3n3Pp728038xV,  Yellow ,Drake,EDM,92,242073,True,0.808,0.892,80.9,2024-11-17
3n3Pp439902xV,Umbrella,Dua Lipa,K-Pop,72,293136,True,0.718,0.887,145.0,2020-08-26
3n3Pp612340xV,Dynamite,Billie Eilish,Rock,60,248395,True,0.714,0.41,116.7,2017-06-10
3n3Pp120422xV,Shape of You,Dua Lipa,Reggaeton,91,176588,False,0.607,0.398,150.2,2020-10-28
3n3Pp217301xV,Sugar,Bad Bunny,Rap,89,275695,False,0.608,0.823,119.9,2021-01-23
3n3Pp480612xV,One Dance,Ariana Grande,EDM,52,209135,False,0.723,0.335,115.5,2025-07-08
3n3Pp972064xV,One Dance,Beyoncé,Rock,86,192639,True,0.894,0.509,76.3,2018-10-20
3n3Pp945964xV,Circles,The Weeknd,Reggaeton,91,268302,True,0.443,0.797,111.2,2016-03-19
3n3Pp422451xV,7 rings,BTS,EDM,93,169322,False,,0.953,107.3,2025-08-04
3n3Pp351083xV,HUMBLE.,Rihanna,EDM,91,158758,True,0.935,0.496,121.8,2015-03-25
3n3Pp160738xV,Bléeding Love,Bruno Mars,EDM,75,227308,False,0.523,0.423,133.9,2019-09-28
3n3Pp352572xV,Uptown Funk,Taylor Swift,Indie,98,155263,False,0.623,0.911,97.6,2016-08-04
3n3Pp694916xV,Uptown Funk,Eminem,Rap,71,233549,True,0.849,0.953,168.2,2022-06-06
3n3Pp182582xV,Say So,Beyoncé,K-Pop,100,218453,False,0.59,0.302,152.9,2019-03-03
3n3Pp189814xV,One Dance,Coldplay,Pop,77,177453,True,0.836,0.82,118.6,2019-10-12
3n3Pp867460xV,Shape of You,Maroon 5,Indie,56,169451,False,0.888,0.308,121.5,2020-02-03
3n3Pp609597xV,Levitating,Kendrick Lamar,Reggaeton,50,239602,False,0.404,0.638,92.2,2017-12-25
3n3Pp955662xV,One Dance,Rihanna,Pop,56,194592,True,0.885,0.639,151.4,2022-05-16
3n3Pp172574xV,Umbrella,taylor swift,Rap,66,248424,False,0.642,0.849,169.3,2019-08-21
3n3Pp897549xV,Umbrella,Eminem,Hip-Hop,64,192180,True,0.526,0.713,151.5,2017-02-19
3n3Pp658582xV,,Billie Eilish,Hip-Hop,82,169661,False,0.683,0.636,118.5,2022
3n3Pp903035xV,Yellow,BTS,K-Pop,97,293404,False,0.554,0.447,162.7,2019-07-14
3n3Pp231869xV,Shape of You,Ed Sheeran,K-Pop,83,174406,True,0.483,0.748,137.8,00-00-0000
3n3Pp234628xV,Dynamite,Post Malone,EDM,85,238591,True,0.487,0.609,90.1,2022-06-17
3n3Pp791798xV,Say So,Rihanna,Reggaeton,87,276546,True,0.731,0.6,106.8,2024-06-12
3n3Pp598369xV,Stay,Kendrick Lamar,EDM,94,158124,Yes,0.849,0.709,178.8,2016-11-14
3n3Pp676510xV,Shape of You,Bad Bunny,Pop,86,263068,True,0.764,0.304,130.2,2023-08-09
3n3Pp273148xV,Uptown Funk,The Weeknd,EDM,64,193253,False,0.628,0.9,110.2,2025-01-20
3n3Pp377932xV,Bléeding Love,Maroon 5,Pop,78,263823,true,0.582,0.489,173.0,2025-01-24
3n3Pp653306xV,Anti-Hero,Travis Scott,Reggaeton,73,191183,False,0.462,0.727,137.0,2018-12-27
3n3Pp736059xV,Tití Me Preguntó,Justin Bieber,Pop,75,164039,True,0.771,0.858,114.5,2023-01-05
3n3Pp543692xV,Bléeding Love,Post Malone,Rap,79,176544,True,0.663,0.441,75.7,2016-05-13
3n3Pp322086xV,Shape of You,BTS,R&B,99,236794,True,0.725,0.426,142.1,00-00-0000
3n3Pp665492xV,Circles,The Weeknd,EDM,93,203883,True,0.756,0.337,103.7,2016-04-13
3n3Pp891952xV,Stay,BTS,EDM,87,199803,true,0.626,0.537,93.4,2022-11-03
3n3Pp865388xV,Stay,Bruno Mars,Rap,94,257290,False,0.534,0.399,123.5,2020-08-15
3n3Pp823378xV,  Levitating ,Drake,R&B,82,295257,False,0.47,0.322,134.6,2025-09-27
3n3Pp310922xV,SICKO MODE,Travis Scott,K-Pop,59,291590,True,0.726,0.693,171.1,2022-02-03
